Name,Year,Rating,Genres,Actors,Plot,Poster_Path,Category,Source_URL
"""Two and a Half Men""",2003,,Comedy,"Ashton Kutcher, Jon Cryer, Conchata Ferrell",A hedonistic jingle writer's free-wheeling life comes to an abrupt halt when his brother and 10-year-old nephew move into his beach-front house.,posters/Two_and_a_Half_Men_2003.jpg,TV Show,https://www.cinematerial.com/tv/two-and-a-half-men-i369179
"""Star Trek: The Next Generation""",1987,,"Action & Adventure, Mystery, Drama, Sci-Fi & Fantasy","Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton, Michael Dorn, Marina Sirtis","Follow the intergalactic adventures of Capt. Jean-Luc Picard and his loyal crew aboard the all-new USS Enterprise NCC-1701D, as they explore new worlds.",posters/Star_Trek_The_Next_Generation_1987.jpg,TV Show,https://www.cinematerial.com/tv/star-trek-the-next-generation-i92455
"""The Lord of the Rings: The Rings of Power""",2022,,"Action & Adventure, Drama, Sci-Fi & Fantasy","Morfydd Clark, Robert Aramayo, Charles Edwards, Owain Arthur","Beginning in a time of relative peace, we follow an ensemble cast of characters as they confront the re-emergence of evil to Middle-earth. From the darkest depths of the Misty Mountains, to the majestic forests of Lindon, to the breathtaking island kingdom of Númenor, to the furthest reaches of the map, these kingdoms and characters will carve out legacies that live on long after they are gone.",posters/The_Lord_of_the_Rings_The_Rings_of_Power_2022.jpg,TV Show,https://www.cinematerial.com/tv/the-lord-of-the-rings-the-rings-of-power-i7631058
"""Battlestar Galactica""",2004,,"Action & Adventure, Drama, Sci-Fi & Fantasy","Edward James Olmos, Mary McDonnell, Jamie Bamber, Katee Sackhoff, James Callis, Tricia Helfer","When an old enemy, the Cylons, resurface and obliterate the 12 colonies, the crew of the aged Galactica protect a small civilian fleet - the last of humanity - as they journey toward the fabled 13th colony, Earth.",posters/Battlestar_Galactica_2004.jpg,TV Show,https://www.cinematerial.com/tv/battlestar-galactica-i407362
"""Cobra Kai""",2018,,"Action & Adventure, Comedy, Drama","William Zabka, Ralph Macchio, Courtney Henggeler, Xolo Mariduena, Tanner Buchanan, Mary Mouser","This Karate Kid sequel series picks up 30 years after the events of the 1984 All Valley Karate Tournament and finds Johnny Lawrence on the hunt for redemption by reopening the infamous Cobra Kai karate dojo. This reignites his old rivalry with the successful Daniel LaRusso, who has been working to maintain the balance in his life without mentor Mr. Miyagi.",posters/Cobra_Kai_2018.jpg,TV Show,https://www.cinematerial.com/tv/cobra-kai-i7221388
"""Suits""",2011,,Drama,"Gabriel Macht, Rick Hoffman, Sarah Rafferty, Amanda Schull, Dulé Hill, Katherine Heigl","While running from a drug deal gone bad, Mike Ross, a brilliant young college-dropout, slips into a job interview with one of New York City's best legal closers, Harvey Specter. Tired of cookie-cutter law school grads, Harvey takes a gamble by hiring Mike on the spot after he recognizes his raw talent and photographic memory.",posters/Suits_2011.jpg,TV Show,https://www.cinematerial.com/tv/suits-i1632701
"""Sex and the City""",1998,,"Comedy, Drama","Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis","Based on the bestselling book by Candace Bushnell, Sex and the City tells the story of four best friends, all single and in their late thirties, as they pursue their careers and talk about their sex lives, all while trying to survive the New York social scene.",posters/Sex_and_the_City_1998.jpg,TV Show,https://www.cinematerial.com/tv/sex-and-the-city-i159206
"""Rick and Morty""",2013,,"Action & Adventure, Comedy, Sci-Fi & Fantasy","Chris Parnell, Spencer Grammer, Sarah Chalke",Follows a sociopathic genius scientist who drags his inherently timid grandson on adventures across the universe.,posters/Rick_and_Morty_2013.jpg,TV Show,https://www.cinematerial.com/tv/rick-and-morty-i2861424
"""Charmed""",1998,,"Comedy, Mystery, Drama, Sci-Fi & Fantasy","Holly Marie Combs, Holly Marie Combs, Alyssa Milano, Rose McGowan, Brian Krause, Kaley Cuoco","Three sisters (Prue, Piper and Phoebe) reunite and unlock their powers to become the Charmed Ones, the most powerful good witches of all time, whose prophesied destiny is to protect innocent lives from evil beings such as demons and warlocks. Each sister possesses unique magical powers that grow and evolve, while they attempt to maintain normal lives in modern day San Francisco.",posters/Charmed_1998.jpg,TV Show,https://www.cinematerial.com/tv/charmed-i158552
"""South Park""",1997,,Comedy,"Trey Parker, Matt Stone, Mona Marshall, Jennifer Howell","Follow the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",posters/South_Park_1997.jpg,TV Show,https://www.cinematerial.com/tv/south-park-i121955
"""Interview with the Vampire""",2022,,Drama,"Jacob Anderson, Sam Reid, Eric Bogosian","Louis de Pointe's epic story of love, blood, and the perils of immortality, as told to the journalist Daniel Molloy. Chafing at the limitations of life as a black man in 1900s New Orleans, Louis finds it impossible to resist the rakish Lestat De Lioncourt's offer of the ultimate escape: joining him as his vampire companion.",posters/Interview_with_the_Vampire_2022.jpg,TV Show,https://www.cinematerial.com/tv/interview-with-the-vampire-i14921986
"""Outlander""",2014,,"Drama, Sci-Fi & Fantasy","Caitríona Balfe, Sam Heughan","The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.",posters/Outlander_2014.jpg,TV Show,https://www.cinematerial.com/tv/outlander-i3006802
"""Futurama""",1999,,"Comedy, Sci-Fi & Fantasy","Billy West, Katey Sagal, John DiMaggio, Tress MacNeille, Maurice LaMarche, Lauren Tom","The adventures of a late-20th-century New York City pizza delivery boy, Philip J. Fry, who, after being unwittingly cryogenically frozen for one thousand years, finds employment at Planet Express, an interplanetary delivery company in the retro-futuristic 31st century.",posters/Futurama_1999.jpg,TV Show,https://www.cinematerial.com/tv/futurama-i149460
"""Twin Peaks""",1990,,"Mystery, Drama",Kyle MacLachlan,The body of Laura Palmer is washed up on a beach near the small Washington state town of Twin Peaks. FBI Special Agent Dale Cooper is called in to investigate her strange demise only to uncover a web of mystery that ultimately leads him deep into the heart of the surrounding woodland and his very own soul.,posters/Twin_Peaks_1990.jpg,TV Show,https://www.cinematerial.com/tv/twin-peaks-i98936
"""Entourage""",2004,,"Comedy, Drama","Jerry Ferrara, Wesley S. Nickerson III, Matt Wolpert, Kenny Neibart, Ben Nedivi, Kevin Connolly, Adrian Grenier, Kevin Dillon, Jerry Ferrara, Jeremy Piven",Film star Vince Chase navigates the vapid terrain of Los Angeles with a close circle of friends and his trusty agent.,posters/Entourage_2004.jpg,TV Show,https://www.cinematerial.com/tv/entourage-i387199
"""Chuck""",2007,,"Action & Adventure, Comedy, Drama","Zachary Levi, Yvonne Strahovski, Joshua Gomez, Adam Baldwin, Vik Sahay, Scott Krinsky","When Buy More computer geek Chuck Bartowski unwittingly downloads a database of government information and deadly fighting skills into his head, he becomes the CIA's most vital secret. This sets Chuck on a path to become a full-fledged spy.",posters/Chuck_2007.jpg,TV Show,https://www.cinematerial.com/tv/chuck-i934814
"""Boardwalk Empire""",2010,,"Drama, Crime","Steve Buscemi, Kelly Macdonald, Michael Shannon, Shea Whigham, Stephen Graham, Vincent Piazza","Atlantic City at the dawn of Prohibition is a place where the rules don't apply. And the man who runs things -- legally and otherwise -- is the town's treasurer, Enoch ""Nucky"" Thompson, who is equal parts politician and gangster.",posters/Boardwalk_Empire_2010.jpg,TV Show,https://www.cinematerial.com/tv/boardwalk-empire-i979432
"""Westworld""",2015,,"Sci-Fi & Fantasy, Western","Evan Rachel Wood, Thandiwe Newton, Jeffrey Wright, Tessa Thompson, Aaron Paul, James Marsden","A dark odyssey about the dawn of artificial consciousness and the evolution of sin. Set at the intersection of the near future and the reimagined past, it explores a world in which every human appetite, no matter how noble or depraved, can be indulged.",posters/Westworld_2015.jpg,TV Show,https://www.cinematerial.com/tv/westworld-i475784
"""Hawaii Five-0""",2010,,"Action & Adventure, Drama, Crime","Alex O'Loughlin, Scott Caan, Ian Anthony Dale, Meaghan Rath, Beulah Koale, Dennis Chun","Steve McGarrett returns home to Oahu, in order to find his father's killer. The governor offers him the chance to run his own task force (Five-0). Steve's team is joined by Chin Ho Kelly, Danny ""Danno"" Williams, and Kono Kalakaua.",posters/Hawaii_Five-0_2010.jpg,TV Show,https://www.cinematerial.com/tv/hawaii-five-0-i1600194
"""The Last of Us""",2023,,Drama,"Bella Ramsey, Gabriel Luna, Isabela Merced","Twenty years after modern civilization has been destroyed, Joel, a hardened survivor, is hired to smuggle Ellie, a 14-year-old girl, out of an oppressive quarantine zone. What starts as a small job soon becomes a brutal, heartbreaking journey, as they both must traverse the United States and depend on each other for survival.",posters/The_Last_of_Us_2023.jpg,TV Show,https://www.cinematerial.com/tv/the-last-of-us-i3581920
"""Sherlock""",2010,,"Mystery, Drama, Crime","Benedict Cumberbatch, Martin Freeman",A modern update finds the famous sleuth and his doctor partner solving crime in 21st century London.,posters/Sherlock_2010.jpg,TV Show,https://www.cinematerial.com/tv/sherlock-i1475582
"""Orange Is the New Black""",2013,,"Comedy, Drama, Crime","Taylor Schilling, Laura Prepon, Kate Mulgrew, Natasha Lyonne, Selenis Leyva, Elizabeth Rodriguez","A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",posters/Orange_Is_the_New_Black_2013.jpg,TV Show,https://www.cinematerial.com/tv/orange-is-the-new-black-i2372162
"""Bridgerton""",2020,,Drama,"Luke Thompson, Ruth Gemmell, Nicola Coughlan","Wealth, lust, and betrayal set in the backdrop of Regency era England, seen through the eyes of the powerful Bridgerton family.",posters/Bridgerton_2020.jpg,TV Show,https://www.cinematerial.com/tv/bridgerton-i8740790
"""Grimm""",2011,,"Mystery, Drama, Sci-Fi & Fantasy","David Giuntoli, Silas Weir Mitchell, Russell Hornsby, Sasha Roiz, Reggie Lee, Bree Turner","After Portland homicide detective Nick Burkhardt discovers he's descended from an elite line of criminal profilers known as ""Grimms,"" he increasingly finds his responsibilities as a detective at odds with his new responsibilities as a Grimm.",posters/Grimm_2011.jpg,TV Show,https://www.cinematerial.com/tv/grimm-i1830617
"""Californication""",2007,,"Comedy, Drama","David Duchovny, Natascha McElhone, Evan Handler, Pamela Adlon","A self-loathing, alcoholic writer attempts to repair his damaged relationships with his daughter and her mother while combating sex addiction, a budding drug problem, and the seeming inability to avoid making bad decisions.",posters/Californication_2007.jpg,TV Show,https://www.cinematerial.com/tv/californication-i904208
"""Weeds""",2005,,"Comedy, Drama, Crime","Mary-Louise Parker, Justin Kirk, Hunter Parrish, Alexander Gould, Kevin Nealon, Jennifer Jason Leigh","After the unexpected death of her husband, a suburban mom resorts to selling weed to support her family.",posters/Weeds_2005.jpg,TV Show,https://www.cinematerial.com/tv/weeds-i439100
"""Andor""",2022,,"Action & Adventure, Drama, Sci-Fi & Fantasy",Diego Luna,"In an era filled with danger, deception and intrigue, Cassian Andor will discover the difference he can make in the struggle against the tyrannical Galactic Empire. He embarks on a path that is destined to turn him into a rebel hero.",posters/Andor_2022.jpg,TV Show,https://www.cinematerial.com/tv/andor-i9253284
"""CSI: Miami""",2002,,"Mystery, Drama, Crime","David Caruso, Emily Procter, Omar Benson Miller, Jonathan Togo, Adam Rodriguez, Rex Linn","CSI: Miami follows Crime Scene Investigators working for the Miami-Dade Police Department as they use physical evidence, similar to their Las Vegas counterparts, to solve grisly murders. The series mixes deduction, gritty subject matter, and character-driven drama in the same vein as the original series in the CSI franchise, except that the Miami CSIs are cops first, scientists second.",posters/CSI_Miami_2002.jpg,TV Show,https://www.cinematerial.com/tv/csi-miami-i313043
"""House of Cards""",2013,,Drama,"Robin Wright, Andrew Davies, Michael Dobbs, Beau Willimon, Robin Wright, Michael Kelly, Constance Zimmer, Patricia Clarkson, Derek Cecil, Boris McGiver","Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.",posters/House_of_Cards_2013.jpg,TV Show,https://www.cinematerial.com/tv/house-of-cards-i1856010
"""Yellowstone""",2018,,"Drama, Western","Luke Grimes, Kelly Reilly, Wes Bentley, Cole Hauser, Kelsey Asbille, Brecken Merrill","Follow the violent world of the Dutton family, who controls the largest contiguous ranch in the United States. Led by their patriarch John Dutton, the family defends their property against constant attack by land developers, an Indian reservation, and America’s first National Park.",posters/Yellowstone_2018.jpg,TV Show,https://www.cinematerial.com/tv/yellowstone-i4236770
"""Terminator: The Sarah Connor Chronicles""",2008,,"Action & Adventure, Drama, Sci-Fi & Fantasy","Lena Headey, Thomas Dekker, Summer Glau, Richard T. Jones, Shirley Manson, Brian Austin Green","The series picks up four years after the events of Terminator 2: Judgment Day with John and Sarah Connor trying to stay under-the-radar from the government, as they plot to destroy the computer network, Skynet, in hopes of preventing Armageddon.",posters/Terminator_The_Sarah_Connor_Chronicles_2008.jpg,TV Show,https://www.cinematerial.com/tv/terminator-the-sarah-connor-chronicles-i851851
"""WandaVision""",2021,,"Mystery, Drama, Sci-Fi & Fantasy","Elizabeth Olsen, Paul Bettany, Kathryn Hahn, Teyonah Parris, Randall Park, Kat Dennings",Wanda Maximoff and Vision—two super-powered beings living idealized suburban lives—begin to suspect that everything is not as it seems.,posters/WandaVision_2021.jpg,TV Show,https://www.cinematerial.com/tv/wandavision-i9140560
"""Teen Wolf""",2011,,"Comedy, Drama, Sci-Fi & Fantasy","Tyler Posey, Holland Roden, Shelley Hennig, Dylan Sprayberry, Linden Ashby, Melissa Ponzio","Scott McCall, a high school student living in the town of Beacon Hills has his life drastically changed when he's bitten by a werewolf, becoming one himself. He must henceforth learn to balance his problematic new identity with his day-to-day teenage life. The following characters are instrumental to his struggle: Stiles, his best friend; Allison, his love interest who comes from a family of werewolf hunters; and Derek, a mysterious werewolf with a dark past. Throughout the series, he strives to keep his loved ones safe while maintaining normal relationships with them.",posters/Teen_Wolf_2011.jpg,TV Show,https://www.cinematerial.com/tv/teen-wolf-i1567432
"""The Originals""",2013,,"Mystery, Drama, Sci-Fi & Fantasy","Joseph Morgan, Joseph Morgan, Daniel Gillies, Charles Michael Davis, Riley Voelkel, Yusuf Gatewood, Danielle Rose Russell","The Vampire Diaries spin-off that follows the Mikaelsons, a family of millennia-old, power-hungry vampires who want to reclaim the city they built, New Orleans, and dominate all those who have wronged them.",posters/The_Originals_2013.jpg,TV Show,https://www.cinematerial.com/tv/the-originals-i2632424
Death Note,2006,4.3,"Mystery, Shounen, Contemporary Fantasy, Crime, Criminals, Detectives, Mind Games, Overpowered Main Characters, Psychological, Psychopaths, Rivalries, Secret Identity, Serial Killers, Shinigami, Supernatural, Thriller, Urban Fantasy, Vigilantes, Based on a Manga",MADHOUSE,"Have you ever felt like the world would be a better place if certain people weren’t around? Such grim daydreams might occur when watching the dismal daily news, but on one fateful day, Light Yagami finds that these daydreams can become reality. By pure happenstance, he comes across a black notebook entitled ""Death Note"", whose text within states that whoever's name is written on its pages will die. With the aid of the death god Ryuk, Light takes it upon himself to rid the world of its corruption, ushering in a new era of purity one death at a time. But as Ryuk foretells, Light's actions will not go unchallenged...",posters/Death_Note_2006.jpg,Anime,https://www.anime-planet.com/anime/death-note
Attack on Titan,2013,4.4,"Action, Fantasy, Horror, Shounen, Dark Fantasy, Death of a Loved One, Isolated Society, Military, Outside World, Overpowered Main Characters, Post-apocalyptic, Revenge, Based on a Manga",Production I.G,"Over a century ago, mankind was devoured by giant beings of unknown intelligence and origin known as Titans – creatures that eat humans alive indiscriminately and for no apparent reason. The remaining population has managed to survive the last hundred years only by building a multi-walled city capable of keeping the Titans at bay, training military recruits to patrol the perimeter and gather intelligence about their mysterious foe. Eren and Mikasa have lived a relatively peaceful life behind the city's walls, but when a massive Titan appears, smashing the outer barrier and unleashing a wave of terror, their lives are brutally changed forever...",posters/Attack_on_Titan_2013.jpg,Anime,https://www.anime-planet.com/anime/attack-on-titan
Naruto,2002,4,"Action, Drama, Shounen, Japanese Mythology, Ninja, Orphans, Revenge, Rivalries, Based on a Manga",Pierrot,"Naruto Uzumaki is a young ninja who bears a great power hidden inside him, a power that has isolated him from the rest of his village. As such, his only dream is to become the Hokage - the most powerful ninja, and leader of the village; but first he needs to graduate! With his inability to perform even the most basic ninja techniques, it seems that all Naruto has going for him is his determination to succeed no matter what. Teamed up with the genius Sasuke, book-smart Sakura, and their team leader Kakashi, Naruto embarks on his quest to become the Hokage. But with outside forces posing a threat to the entire Hidden Leaf village, Naruto discovers that he must become much stronger if he ever wants to realize his dream and protect the friendships he's forged.",posters/Naruto_2002.jpg,Anime,https://www.anime-planet.com/anime/naruto
Spirited Away,2001,4.4,"Adventure, Fantasy, Child Protagonists, Curse, Family Friendly, Japanese Mythology, Magic, Person in a Strange World, Youkai, Original Work",Studio Ghibli,"Chihiro and her family are on their way to their new home, when they discover an abandoned amusement park. After Chihiro's family mysteriously turn into pigs, she is thrown into a surreal world of magic and fantasy. Join her as she struggles to survive in the bathhouse of the gods, ruled by an evil witch who has stolen not only her name, but her way back to the real world.",posters/Spirited_Away_2001.jpg,Anime,https://www.anime-planet.com/anime/spirited-away
My Hero Academia,2016,4.2,"Action, Comedy, Drama, Shounen, School Life, Superheroes, Superpowers, Weak to Strong, Based on a Manga",Bones,"Izuku has dreamt of being a hero all his life—a lofty goal for anyone, but especially challenging for a kid with no superpowers. That’s right, in a world where eighty percent of the population has some kind of super-powered “quirk,” Izuku was unlucky enough to be born completely normal. But that’s not going to stop him from enrolling in one of the world’s most prestigious hero academies. Now, the only thing standing between him and his first class is the academy’s formidable entrance exam—nothing a little private tutoring from the world’s mightiest hero can’t solve.",posters/My_Hero_Academia_2016.jpg,Anime,https://www.anime-planet.com/anime/my-hero-academia
Sword Art Online,2012,4,"Action, Adventure, Fantasy, Sci Fi, Dungeon, Game Elements, High Stakes Games, MMORPG, Overpowered Main Characters, PVE, PVP, Trapped in a Video Game, Virtual Reality, Based on a Light Novel",A-1 Pictures,"The year is 2022, and gamers have lined up on launch day for Sword Art Online, a hotly-anticipated MMORPG that lets players connect to an immersive virtual reality world with special helmets called Nerve Gear. Kirito is one such gamer who's eager to jump back into action, having spent a great deal of time as a beta tester, and quickly becomes friends with newbie warrior Klein. But soon, Sword Art Online's 10,000 players discover that not only are they unable to log out, the only way they can return to their physical bodies is by beating the 100-level tower's final boss - that is, if their HP doesn't drop to zero first, for death in the game means death in the real world. Now, with no one else to turn to, Kirito and the other participants must survive the game as best they can – some forming guilds, others ruthlessly leaving their peers behind, and many tragically falling by the wayside or to the merciless monsters populating the lands...",posters/Sword_Art_Online_2012.jpg,Anime,https://www.anime-planet.com/anime/sword-art-online
Demon Slayer: Kimetsu no Yaiba,2019,4.5,"Action, Adventure, Comedy, Drama, Shounen, Death of a Loved One, Demons, Historical, Martial Arts, Orphans, Siblings, Supernatural, Swordplay, Based on a Manga",ufotable,"Bloodthirsty demons lurk in the woods, and nobody dares to venture out at night, save for the demon slayer of legend. Surviving in this harsh world, young Tanjirou takes it upon himself to protect his family–until the day that everything is taken from him in a vicious slaughter. Now, all he has left is his sister, and she’s not even human anymore.",posters/Demon_Slayer_Kimetsu_no_Yaiba_2019.jpg,Anime,https://www.anime-planet.com/anime/demon-slayer-kimetsu-no-yaiba
One-Punch Man,2015,4.4,"Action, Comedy, Sci Fi, Seinen, Cyborgs, Monsters, Overpowered Main Characters, Parody, Satire, Superheroes, Superpowers, Based on a Manga",MADHOUSE,"In a city plagued with thugs, mutants, and supervillains, Saitama decides to become a superhero for fun. He envisions an exciting life where he is constantly challenged with tough opponents, but after three years of intense training, he's become so strong that he defeats every enemy with one punch! His dream of engaging challenging foes has gone up in smoke, and his overpowered life is filled with overpowering boredom. Then a cyborg named Genos learns about Saitama's amazing ability and begs him to make him his disciple. Saitama isn't interested in taking on an apprentice, but Genos isn't giving up. Can he convince the disillusioned hero to teach him the secret of his strength? And will Saitama ever find a worthy adversary to battle?",posters/One-Punch_Man_2015.jpg,Anime,https://www.anime-planet.com/anime/one-punch-man
Fullmetal Alchemist: Brotherhood,2009,4.6,"Action, Adventure, Drama, Fantasy, Mystery, Shounen, Alchemists, Conspiracy, Death of a Loved One, Military, Siblings, Based on a Manga",Bones,"The foundation of alchemy is based on the law of equivalent exchange; you cannot produce something from nothing. As such, alchemy is bound by one taboo - human transmutation. Four years ago two young brothers, Edward and Alphonse Elric, broke this taboo when they tried to resurrect their dead mother. During the process Al's body disintegrated and Ed lost his leg. In a desperate attempt to prevent his brother from disappearing completely, Ed sacrificed one of his arms so he could affix Al's soul to a suit of armor. When his missing limbs are replaced by auto mail parts, Ed bears the name of the Fullmetal Alchemist - the youngest ever State Alchemist and dog of the military. Now, alongside his brother, Ed uses his status within the military to attempt to find any way that he can return their bodies back to their original state.",posters/Fullmetal_Alchemist_Brotherhood_2009.jpg,Anime,https://www.anime-planet.com/anime/fullmetal-alchemist-brotherhood
Tokyo Ghoul,2014,4.1,"Action, Drama, Horror, Seinen, Contemporary Fantasy, Human Experimentation, Psychological, Supernatural, Thriller, Based on a Manga",Pierrot,"In modern day Tokyo, society lives in fear of Ghouls: mysterious creatures who look exactly like humans -- yet hunger insatiably for their flesh. None of this matters to Ken Kaneki, a bookish and ordinary young man, until a dark and violent encounter turns him into the first ever Ghoul-human half breed. Trapped between two worlds, Ken must survive the violent conflicts of warring Ghoul factions, while attempting to learn more about Ghoul society, his newfound powers, and the fine line between man and monster.",posters/Tokyo_Ghoul_2014.jpg,Anime,https://www.anime-planet.com/anime/tokyo-ghoul
My Hero Academia 2,2017,4.3,"Action, Comedy, Drama, Shounen, School Life, Superheroes, Superpowers, Tournaments, Weak to Strong, Based on a Manga",Bones,"In a world where eighty percent of the population has some kind of super-powered “quirk,” Izuku was unlucky enough to be born completely normal. But that won’t stop him from enrolling in a prestigious hero academy. Now, the promising freshman class is making its debut at the world-renowned U.A. Sports Festival! It’s Quirk versus Quirk as our young heroes face off in the ultimate showdown.",posters/My_Hero_Academia_2_2017.jpg,Anime,https://www.anime-planet.com/anime/my-hero-academia-2
Howl's Moving Castle,2004,4.4,"Adventure, Fantasy, Romance, Curse, Family Friendly, Lifestyle Change, Magic, Witches, Based on a Novel",Studio Ghibli,"The responsible Sophie led a relatively normal life, safe within the walls of the hat shop in which she works; for outside, it is rumored, the evil wizard Howl roams the land in his mobile black castle. After a chance and mystical encounter, poor Sophie finds herself transformed by a witch's spell which makes her appear to be an old woman, and thus embarks on an adventure to find Howl’s castle and put an end to her curse. A mystical world of talking flames, sentient scarecrows, and magic aplenty awaits those who seek the legendary Howl...",posters/Howl's_Moving_Castle_2004.jpg,Anime,https://www.anime-planet.com/anime/howls-moving-castle
your name.,2016,4.5,"Drama, Romance, Body Swapping, Gender Bender, Opposites Attract, School Life, Supernatural, Original Work",CoMix Wave Films,"Mitsuha and Taki are two total strangers living completely different lives. But when Mitsuha makes a wish to leave her mountain town and for the bustling city of Tokyo, they become connected in a bizarre way. She dreams she is a boy living in Tokyo while Taki dreams he is a girl from a rural town he’s never been to. What does their newfound connection mean? And how will it bring them together?",posters/your_name._2016.jpg,Anime,https://www.anime-planet.com/anime/your-name
Fullmetal Alchemist,2003,4.2,"Action, Adventure, Drama, Fantasy, Mystery, Shounen, Alchemists, Conspiracy, Death of a Loved One, Military, Siblings, Based on a Manga",Bones,"Once upon a time, two brothers passed the happy days of their childhood by studying alchemy, which is governed by the equal transfer principle: an eye for an eye -- you can't get more than you give. But these brothers tried to defy that law, and a horrific accident resulted. Now, the older brother, Edward, is called the Full Metal Alchemist because of his metal limbs, and the younger, Alphonse, is a soul without a body, trapped within the confines of an automaton. Together they search for the power to restore themselves, to find the lives they lost so long ago...",posters/Fullmetal_Alchemist_2003.jpg,Anime,https://www.anime-planet.com/anime/fullmetal-alchemist
A Silent Voice,2016,4.5,"Drama, Shounen, Disability, Melancholy, Mental Illness, School Life, Based on a Manga",Kyoto Animation,"After transferring into a new school, a deaf girl, Shouko Nishimiya, is bullied by the popular Shouya Ishida. As Shouya continues to bully Shouko, the class turns its back on him. Shouko transfers and Shouya grows up as an outcast. Alone and depressed, the regretful Shouya finds Shouko to make amends.",posters/A_Silent_Voice_2016.jpg,Anime,https://www.anime-planet.com/anime/a-silent-voice
Blue Exorcist,2011,4,"Action, Fantasy, Shounen, Contemporary Fantasy, Demons, Exorcists, Monster School, Orphans, School Life, Siblings, Urban Fantasy, Based on a Manga",A-1 Pictures,"Rin Okumura is a seemingly ordinary boy living at the Southern Cross Boys' Monastery. One day, however, Rin encounters a boy who has been possessed by a demon. Amidst the struggle, he not only awakens latent powers sealed within him, but also learns that he is the son of Satan! No longer able to stay under the protection of the church and with his very existence straddling the line between human and demon, Rin decides to fight against his parentage and joins the True Cross Order as an exorcist. Now, the teen must attend the True Cross Academy and begin special exorcist training alongside his new comrades all while keeping his identity a secret; but can the son of Satan really become a true exorcist?",posters/Blue_Exorcist_2011.jpg,Anime,https://www.anime-planet.com/anime/blue-exorcist
Code Geass: Lelouch of the Rebellion,2006,4.4,"Mecha, Sci Fi, Conspiracy, Mind Games, Overpowered Main Characters, Political, Psychological, Real Robot, Rebellions, Revenge, Rivalries, Royalty, Secret Identity, Superpowers, Terrorism, Original Work",Sunrise,"In 2010, the Britannian Empire enslaved Japan using powerful mecha known as Knightmares; in the aftermath Japan was renamed Area 11, and its people began a hard and terrible existence. Lelouch, a Britannian student living in Area 11, has grown up hating the Empire and everything it stands for. One day, in the middle of a terrorist attack, Lelouch meets a mysterious girl who grants him the ability to control minds. Can he use his new power to fight for freedom, or will his hatred twist his good intentions into mindless acts of vengeance?",posters/Code_Geass_Lelouch_of_the_Rebellion_2006.jpg,Anime,https://www.anime-planet.com/anime/code-geass-lelouch-of-the-rebellion
Attack on Titan 2nd Season,2017,4.4,"Action, Fantasy, Horror, Shounen, Dark Fantasy, Isolated Society, Military, Outside World, Overpowered Main Characters, Post-apocalyptic, Based on a Manga",WIT Studio,"Eren Jaeger swore to wipe out every last Titan, but in a battle for his life he wound up becoming the thing he hates most. With his new powers, he fights for humanity's freedom facing the monsters that threaten his home. After a bittersweet victory against the Female Titan, Eren finds no time to rest—a horde of Titans is approaching Wall Rose and the battle for humanity continues!",posters/Attack_on_Titan_2nd_Season_2017.jpg,Anime,https://www.anime-planet.com/anime/attack-on-titan-2nd-season
Ouran High School Host Club,2006,4.3,"Comedy, Reverse Harem, Romance, Shoujo, Crossdressing, Debt, Hosts, School Club, School Life, Social Gap, Based on a Manga",Bones,"Ouran High is a school for the extremely wealthy or, in Haruhi's case, the extremely talented. But no amount of talent will help when Haruhi accidentally drops an eight million yen vase in a music room. The vase was the property of Ouran High School Host Club, a group of attractive young men who, for a fee, provide their time and affections for their lovesick clientele: the female students. Fascinated by this strange new specimen, a poor and clumsy commoner, they force Haruhi to work for them until the debt is repaid; but they get a lot more than they bargained for...",posters/Ouran_High_School_Host_Club_2006.jpg,Anime,https://www.anime-planet.com/anime/ouran-high-school-host-club
My Hero Academia 3,2018,4.3,"Action, Comedy, Drama, Sci Fi, Shounen, Superheroes, Superpowers, Based on a Manga",Bones,"Summer is here,and the heroes of Class 1-A and 1-B are in for the toughest training camp of their lives! A group of seasoned pros pushes everyone’s Quirks to new heights as the students face one overwhelming challenge after another. Braving the elements in this secret location becomes the least of their worries when routine training turns into a critical struggle for survival.",posters/My_Hero_Academia_3_2018.jpg,Anime,https://www.anime-planet.com/anime/my-hero-academia-3
